,Class Index,Description
4230,3,What was lost and regained by poet John Milton ?
4231,4,What woman pitcher has struck out Ted Williams and Hank Aaron ?
4232,2,How can scientists predict weather by observing clouds ?
4233,3,What songs were popular in 1948 ?
4234,6,In what year was the cannon invented ?
4235,6,How many languages does the Pope speak ?
4236,5,What bay divides Maryland 's Eastern and Western Shores ?
4237,4,"What is the real name of the singer , Madonna ?"
4238,4,"What Frenchman claimed the following ? If God did not exist , it would be necessary to invent him . ''"
4239,3,What color were Ernest Hemingway 's eyes ?
4240,2,What is the origin of the expression `` four-letter word '' ?
4241,4,Who was the first woman in space ?
4242,3,What is the only animal that can turn its stomach inside out ?
4243,4,What professional sports league originated the college draft ?
4244,2,What is the difference between a board of directors and an advisory board ?
4245,4,Who discovered imaginary numbers ?
4246,4,Who does the voices of the Simpsons ?
4247,6,How many feet high is the hurdle in front of a runner 's steeplechase water jump ?
4248,3,What religion has the most members ?
4249,6,How many calories are there in a glass of water ?
4250,4,"Who is the richest person in the world , without owning a business ?"
4251,1,What is SVHS ?
4252,6,What is the chemical reactivity of neon ?
4253,5,Where can I find info on Alexander Mackenzie ?
4254,2,What is the cultural origin of the ceremony of potlatch ?
4255,5,What Georgia town did Scarlett O 'Hara condemn as being full of pushy people ?
4256,6,How many countries watch MTV Europe ?
4257,1,What is SAP ?
4258,3,What layer of the atmosphere contains most of the ozone layer ?
4259,6,What is the airport code for Los Angeles International ?
4260,2,"What was the claim to fame of Explorer I , launched February 1 , 1958 ?"
4261,2,"In the song `` Yankee Doodle , '' why did Yankee Doodle stick a feather in his cap and call it macaroni ?"
4262,1,"What do the letters CE stand for on so many products , particularly electrical , purchased now ?"
4263,5,Where did the real St. Nicholas live ?
4264,4,"Who manufactures the software , `` PhotoShop '' ?"
4265,6,How many eyes does a bat have ?
4266,3,How do you say 2 in Latin ?
4267,3,What was Dwight Eisenhower 's favorite card game ?
4268,3,"What is the high pitched sound that you hear in your ear every now and then , but then it goes away , after a while ?"
4269,2,What is the origin of the word nevermind ?
4270,4,Who was the second man to walk on the moon ?
4271,2,What is power steering ?
4272,5,Where did Dikembe Mutombo go to college ?
4273,4,What author was appointed U.S. ambassador to Spain in 1842 ?
4274,5,What body of water does the Yukon River empty into ?
4275,4,Who is Westview High 's band director in Funky Winkerbean ?
4276,2,How does a chick breathe inside an egg ?
4277,5,What is Mark McGwire 's e-mail address ?
4278,6,How many maids were milking ?
4279,5,The Kentucky Horse Park is located near what city ?
4280,3,What is the celtic symbol for `` life '' ?
4281,3,What kind of fruit is a Yellow Transparent ?
4282,3,What song put James Taylor in the limelight ?
4283,3,"What drink is formed of tequila , orange juice and galliano ?"
4284,3,Name four comic strips about pilots .
4285,6,What geological time do we live in ?
4286,2,How do you dunk ?
4287,5,Where is the massive North Korean nuclear complex located ?
4288,2,How do plants make food ?
4289,5,Where is Microsoft 's corporate headquarters located ?
4290,2,How did the Hohenzollerns build their power around 17 ?
4291,6,When was China 's first nuclear test ?
4292,3,What is the name given to a group of geese ?
4293,2,"Why was Washington , DC originally called District of Columbia ?"
4294,2,How do I find a snowboarding website ?
4295,4,What singer 's hit song inspired the Dolly Parton Stallone movie Rhinestone ?
4296,6,How much can a person be fined for having a dog on a beach ?
4297,2,Why do movie and TV stars get paid so much ?
4298,2,What is a turnkey contract ?
4299,2,What are people doing to help prevent the extinction of birds ?
4300,2,Why is the mile 528 feet ?
4301,5,What Asian gulf were the destroyers Maddox and C Turner Joy shot up in ?
4302,2,How is carbon dioxide removed from natural gas ?
4303,4,Who is Edmund Kemper ?
4304,4,"What was Mao , the Chinese leader 's , full name ?"
4305,6,When is Dick Clark 's birthday ?
4306,4,"Who is the director of the international group called the Human Genome Organization , HUGO , that is trying to coordinate gene-mapping research worldwide ?"
4307,4,What radio station did Paul Harvey work for ?
4308,4,What character narrates Treasure Island ?
4309,1,What is the correct way to abbreviate cc. at the bottom of a business letter ?
4310,4,Who starred with Charlie Chaplin in Modern Times and The Great Dictator ?
4311,6,What seven digits follow the area code in the number for long distance information ?
4312,4,What Catch-22 character is elected mayor of half a dozen Italian cities ?
4313,4,"Whom does Uncle Duke 's girl friend , Honey , room with ?"
4314,4,"When called upon to surrender , what American general replied , `` Sir , I have not yet begun to fight . '' ?"
4315,6,When was the bar-code invented ?
4316,3,What has to be produced in a writ of habeas corpus ?
4317,4,What team did Babe Ruth play his first major league game for ?
4318,3,What class is categorized as the bourgeoisie ?
4319,4,What relative of Leo Tolstoy translated War and Peace eight times ?
4320,2,How does the Nintendo `` Zapper '' work ?
4321,6,How many cards is each player dealt in Contract Bridge ?
4322,4,Who was the second person ever to wear Iron Man 's armor ?
4323,2,What is InterLata Internet service ?
4324,4,Who is the director and editor of the movie Big starring Tom Hanks ?
4325,2,What is the `` fourth dimension '' ?
4326,5,What is the Homelite Inc. home page ?
4327,6,How old was Stevie Wonder when he signed with Motown Records ?
4328,2,What is `` alternative '' anymore ?
4329,2,Why do they call a hamburger a hamburger when there is no ham ?
4330,4,Who won two gold medals in skiing in the Olympic Games in Calgary ?
4331,6,What year was the Avery Dennison company founded ?
4332,6,Where does the U.S. rank among world countries in area ?
4333,4,What are the four railways in Monopoly ?
4334,5,What are the names of all the seas in the world and what ocean do they drain into ?
4335,1,What does BMW stand for ?
4336,5,Name the highest mountain .
4337,2,What is a biologist ?
4338,2,What revelation did Alexander Butterfield make to the Senate Watergate committee ?
4339,5,What island is home to statues called Mauis ?
4340,3,What is a fear of black people ?
4341,3,What 's the most extensively grown and eaten food ?
4342,3,What was the worst hurricane ?
4343,2,How can I get started in writing for television ?
4344,5,Where was Pythagoras born ?
4345,3,What 1927 silent film received an international revival in 1981 ?
4346,6,What is the price for AAA 's liability auto insurance ?
4347,1,What is LMDS ?
4348,4,Who are the top ten richest people in the world ?
4349,4,Who is the leader of Brunei ?
4350,5,What is the capital of Italy ?
4351,3,What game does Garry Kasparov play ?
4352,2,How do you get a pointsettia to turn red ?
4353,3,What is kept in Fort Knox that is so valuable ?
4354,5,What is the greatest hiking Web site ?
4355,6,"What is the population of Arcadia , Florida ?"
4356,3,What Stephen King novel is set in a graveyard for pets ?
4357,4,Who were the head writers for the Smothers Brothers Comedy Hour ?
4358,4,Who portrayed Prewett in From Here to Eternity ?
4359,3,What was the sequel to The Pink Panther ?
4360,6,How many people live in cities ?
4361,6,How high must a mountain be to be called a mountain ?
4362,4,What Scottish poet penned To a Mouse and To a Louse ?
4363,4,What is the name of the inventor of silly putty ?
4364,5,What ocean surrounds the Madeira Islands ?
4365,4,What famous communist leader died in Mexico City ?
4366,3,What was John Steinbeck 's travelling companion Charley ?
4367,5,What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ?
4368,6,How many mines can still be found in the Falklands after the war ended ?
4369,2,How can I get in touch with Michael Moore of `` Roger & Me '' ?
4370,2,How is ` qigong ' properly pronounced ?
4371,6,How many gallons of water go over Niagra Falls every second ?
4372,3,What turns blue litmus paper red ?
4373,4,Who was the first woman to run the mile in less than 4 36893 minutes ?
4374,6,How many copies of an album must be sold for it to be a gold album ?
4375,3,What is `` the soft drink for adults '' ?
4376,3,What is the only vegetable that starts with `` z '' ?
4377,3,What is a fear of machinery ?
4378,4,Who awarded The Flying Fickle Finger of Fate ?
4379,5,"In Sinclair Lewis ' `` Main Street , '' what was the name of the typical American town ?"
4380,3,What hide-and-seek game is played around a tin can ?
4381,5,What is the largest city in Texas ?
4382,4,"What future deer hunter portrayed Annie Hall 's neurotic brother , Duane ?"
4383,3,What drink is the best thirst-quencher ?
4384,5,Where can I get a map of Prussia on the Internet ?
4385,3,What was the longest war in U.S. history ?
4386,2,What is a `` node '' in computer terms ?
4387,5,What are the five richest countries in the world ?
4388,5,Where is McCarren Airport ?
4389,4,What are the top boy names in the U.S. ?
4390,6,How many tiles did the Space Shuttle Columbia lose on its second flight ?
4391,6,How many teaspoons make up a tablespoon ?
4392,4,Who was the lyricist and who was the composer between Gilbert and Sullivan ?
4393,4,Who was the lawyer for Randy Craft ?
4394,2,What is the origin of the word Marijuana ?
4395,4,Who was the 3rd president of the United States ?
4396,3,What organ contains the islands of Langerhans ?
4397,4,Name Dick Tracy 's two children .
4398,3,What is a fear of points ?
4399,6,What fraction of a beaver 's life is spent swimming ?
4400,2,How can SQL queries be improved ?
4401,3,What is the most radioactive food ?
4402,4,What was the previous name for the Commonwealth ?
4403,6,How much will gas be taxed in California by the year 2000 ?
4404,4,Who gave King Arthur the round table ?
4405,5,What state in the United States covers the largest area ?
4406,2,How do you make a computer chip ?
4407,4,Who became president of the U.S. in 1789 ?
4408,4,Who wrote `` The Scarlet Letter '' ?
4409,4,Who did Sara Jane Moore try to assassinate ?
4410,2,What is Linux ?
4411,6,How many dots make up the symbol for `` because '' ?
4412,4,What title did Shevardnadze have during the Soviet era ?
4413,3,What did the pyramid-builders of Egypt mainly eat ?
4414,3,What 's the international radio code word for the letter F ?
4415,3,What are the 28 tenses in the English language ?
4416,4,Which king signed the Magna Carta ?
4417,3,What software offers inventors use of CAD-like design ?
4418,2,What is agent orange ?
4419,4,Name the child left on a doorstep at the beginning of Gasoline Alley .
4420,6,How many zip codes are there in the U.S. ?
4421,3,"In Beetle Bailey , can you name Sarge 's dog ?"
4422,2,Why shouldn 't you remove a bee stinger with tweezers ?
4423,4,Which college did Dikembe Mutombo play basketball for ?
4424,2,Why did Europeans first come to Australia and Oceania ?
4425,2,What did the Confederate Constitution say about slavery ?
4426,6,How long does it take the Milky Way Galaxy to make one revolution ?
4427,6,How many people own pets ?
4428,5,What web sites are linked to the Report on Genesis Eldercare ?
4429,3,What is a fear of lice ?
4430,6,How long does it take different materials to decompose ?
4431,6,How many colors are there in a rainbow ?
4432,4,What was Darth Vader 's son named ?
4433,2,What problems contributed to the high failure rate of Plains farmers in the 1800s ?
4434,4,What British female pop singing star of the 1960s and early 1970s was a child actress in the 1940s and '50s ?
4435,5,Where is McCarren Airport located ?
4436,2,How effective are condoms in protecting against AIDS ?
4437,5,"What part of Britain comprises the Highlands , Central Lowlands , and Southern Uplands ?"
4438,6,How many Marx Brothers were there ?
4439,6,How tall is the Matterhorn ?
4440,5,What country is proud to claim Volcano National Park ?
4441,6,When was Babe Ruth born ?
4442,4,Who portrayed Field Marshal Erwin Rommel in The Desert Fox ?
4443,3,What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again ?
4444,5,What direction do most baseball pitchers pitch toward ?
4445,6,How many Beanie Baby sites are there ?
4446,2,How can I call a friend in another country when I do not know the telephone number ?
4447,3,What is 55 times sweeter than cane sugar ?
4448,5,Where are diamonds mined ?
4449,2,How do they get Teflon to stick to the pan ?
4450,6,How much money did the Marcos steal from their country ?
4451,4,Who makes the `` cross-your-heart bra '' ?
4452,4,Who is Archie Bunker 's son-in-law ?
4453,4,What company produces Spumante ?
4454,2,What is the origin of music ?
4455,1,What does `` B.Y.O.B. '' mean ?
4456,4,What major airline has the best safety record in the world ?
4457,4,What President became Chief Justice after his presidency ?
4458,6,How many innings constitute an official baseball game ?
4459,5,What city has a newspaper called The Plain Dealer ?
4460,5,What U.S. state boasts Leif Ericson Park ?
4461,6,How many flavors does Baskin & Robbins offer ?
4462,4,Who was chief engineer of the Starship Enterprise ?
4463,2,How does crosstalk relate to InSb thickness in infrared detectors ?
4464,4,What mayor made so many TV appearances he was asked to join AFTRA in 1984 ?
4465,3,Which type of submarine was bought recently by South Korea ?
4466,6,How much in miles is a ten K run ?
4467,6,When was Beethoven born ?
4468,4,Who is the most sexy celebrity ?
4469,4,What detective lives on Punchbowl Hill and has 11 children ?
4470,5,Where did the ukulele originate ?
4471,4,Rotary engines used to be made by whom ?
4472,2,What does seccession mean ?
4473,4,Who portrayed the title character in the film The Day of the Jackal ?
4474,5,What is the name of the gulf between Sweden and Finland ?
4475,4,Who was the first X-Man to die in battle ?
4476,2,What will the weather be today ?
4477,4,Who is the President of Ghana ?
4478,3,Which sex is denied voting rights in Kuwait ?
4479,5,What two countries is Andorra nestled between ?
4480,6,How long ago was the Roe vs. Wade decision by the Supreme Court ?
4481,4,What terrorist group was headed by Donald DeFreeze ?
4482,5,What are the four largest mountain ranges in the continental United States ?
4483,6,What is the size of the student body at the University of Massachusetts in Amherst ?
4484,2,How can I determine the radius of an ellipse ?
4485,4,Who starred in the movie The War of the Worlds ?
4486,6,How many different kinds of ice cream are there ?
4487,4,"What actor , who had greatest fame on TV , became the father of triplets ?"
4488,5,What is the Homelite Inc. home page ?
4489,2,What is the Golden Rule ?
4490,3,What is a movie that Kevin Costner made about Sioux Indians ?
4491,3,What were millions of kids wearing on their heads in 1955 ?
4492,2,How does color affect a person psychologically ?
4493,6,What is Columbia Tristar 's phone number ?
4494,3,What type of animal is the easiest kept pet there is ?
4495,2,What is sound ?
4496,3,"What was the name of the horse that fell on Queen Elizabeth , Prince Albert 's wife ?"
4497,2,What are the current immigration laws in US ?
4498,3,What were the five opening words on Ben Casey ?
4499,2,Why does it say on children 's cough syrup not to drive while using this medication ?
4500,3,What hair color can I use to just cover a little gray ?
4501,5,Where was Tesla born ?
4502,4,What does Larry King do for a living ?
4503,4,Who shot Lee Harvey Oswald ?
4504,6,When did Jaco Pastorius die ?
4505,3,What blood sport features a movement called a veronica ?
4506,3,What was spawned the term `` MiG Alley '' ?
4507,5,What 's the most common street name in America ?
4508,2,What is the difference between khaki and chino ?
4509,2,What is the origin of infinity ?
4510,3,What alloy do copper and tin form ?
4511,3,What plants are found in an estuary ?
4512,2,What are the side effects of mevacor ?
4513,5,What are the top 5 tallest buildings in the world ?
4514,2,Colin Powell is best known for what achievement ?
4515,3,What was the name of the computer in ` 2001 : A Space Odyssey ' ?
4516,4,Who portrayed Renaud in Casablanca ?
4517,5,What country has problems with hooligans ?
4518,5,What planet did Percival Lovell discover ?
4519,6,How often are brain cells replaced ?
4520,6,How much did Mercury spend on advertising in 1993 ?
4521,3,What kind of rocket launched the Surveyor spacecraft ?
4522,5,What country contains the westernmost point in South America ?
4523,3,What did Abolitionists try to end ?
4524,6,What 's the American dollar equivalent for 8 pounds in the U.K. ?
4525,2,Why should cigarette smoking be banned ?
4526,6,What year did Charles Dicken die ?
4527,3,What D.H. Lawrence novel was originally titled Tenderness ?
4528,4,What rock group raised a ruckus at the White House by singing American Woman ?
4529,3,What is a fear of night or darkness ?
4530,2,What is the origin of the rock band Led Zeppelin 's name ?
4531,2,How was Lawrence
4532,2,How do I know if I am pregnant ?
4533,6,When did the last Americans leave Vietnam ?
4534,4,What famed clown appeared on an early Howdy Doody Show and insisted that Clarabell be made up as a real clown ?
4535,4,"What group was formed in 1969 after police met resistance from patrons at the Stonewall , a Greenwich Village gay bar ?"
4536,4,Who was Confucius ?
4537,3,What snack food has ridges ?
4538,3,What 's the most popular four-player game of all time ?
4539,2,What 's the meaning of the name Tatiana ?
4540,6,How many people died when the Estonia sank in 1994 ?
4541,5,What Southern California town is named after a character made famous by Edgar Rice Burroughs ?
4542,6,How many colors are there in a rainbow ?
4543,5,What is the habitat of the chickadee ?
4544,3,What drug is often used to treat AIDS patients ?
4545,3,Which of the five senses develops first ?
4546,2,Where did the name root beer come from ?
4547,5,What city 's the kickoff point for climbs of Mount Everest ?
4548,6,What is the average salary of a paleontologist ?
4549,5,Where is the largest post office building in the world ?
4550,4,Who is currently the most popular singer in the world ?
4551,3,Who was the first animal into space ?
4552,3,What is the correct way to mount a roll of toilet paper ?
4553,3,What Jules Verne novel features scientists held captive in the submarine Nautilus ?
4554,2,Why is Rush 's 2112 called 2112 ?
4555,2,What 's the state motto of California ?
4556,2,What function does homeostasis have on the existence of an organism ?
4557,4,"What company started out making pies , and wound up manufacturing plastic throwing toys ?"
4558,1,What does the acronym CPR mean ?
4559,3,The Jewish alphabet is called what ?
4560,2,What are the Baltic States ?
4561,6,How many endangered species are there in the world ?
4562,5,Which large U.S. city had the highest murder rate for 1988 ?
4563,4,"Who was the bandleader mentor of Ella Fitzgerald with whom she cowrote `` A_Tisket , A-Tasket '' ?"
4564,4,Who invented basketball ?
4565,2,How has TV affected our society ?
4566,6,When was the last major eruption of Mount St. Helens ?
4567,4,What was the name of Humphrey Bogart 's club in Casablanca ?
4568,4,What U.S. Government agency registers trademarks ?
4569,2,What is osmosis ?
4570,3,What format was the major competition of VHS ?
4571,4,What hockey player did Ronald Reagan joke he would swap Texas for ?
4572,3,What is the world 's deadliest infectious disease ?
4573,3,Which infectious disease is the world 's deadliest ?
4574,4,"What President was buried at his ancestral home overlooking the Hudson River at Hyde Park , New York ?"
4575,6,How much did the first Barbie doll sell for in 1959 ?
4576,5,What country was General Douglas McArthur in when he was recalled by President Truman ?
4577,4,What are the five most popular Usenet groups ?
4578,2,What are the seven deadly sins ?
4579,6,"What is the latitude and longitude of El Paso , Texas ?"
4580,2,What does the name Melissa mean ?
4581,2,What is the nature of snow and how is the formation of snow different from that of ice ?
4582,6,How many head injuries are there in recreational ice skating each year ?
4583,6,A normal human pregnancy lasts how many months ?
4584,3,What kind of sports team is the Buffalo Sabres ?
4585,3,What impenetrable system of French fortifications was built along the German frontier before World War II ?
4586,3,What are new computer games for Windows 95 or 98 ?
4587,4,Who domesticated the wild turkey ?
4588,2,How can I get someone 's phone number if I only have their screen name ?
4589,3,What European race sees the winner of its mountain stage awarded a jersey with large red polka dots ?
4590,5,What country does Ileana Cotrubas come from ?
4591,2,What 's the motto of the Boy Scouts ?
4592,5,What two European countries are joined by the Gran San Bernardo Pass ?
4593,3,What movie did Steven Spielberg direct in 1975 ?
4594,3,What kind of creatures are the Canary Islands named for ?
4595,4,What was the name of the US helicopter pilot shot down over North Korea ?
4596,2,What 's a male `` cuckquean '' ?
4597,2,"What are the factors leading to the high teen pregnancy rate in Spartanburg , South Carolina ?"
4598,4,"Name the designer of the shoe that spawned millions of plastic imitations , known as ` jellies ' ."
4599,1,What does RCA stand for ?
4600,2,Why are ice cream sundaes called sundaes ?
4601,3,What 's the singular of dice ?
4602,4,Who is Olive Oyl 's brother ?
4603,3,"What 12-hour cold medicine uses the formula `` 6 , 6 , 12 '' in its ads ?"
4604,3,What was the first video ever made ?
4605,3,What 's the favorite food of dragonflies ?
4606,4,What king boycotted Prince Charles 's wedding ?
4607,4,What does Nicholas Cage do for a living ?
4608,4,What was the nickname of model Leslie Hornby ?
4609,5,Where is the Taj Mahal ?
4610,2,What 's distinctive about a palmiped 's feet ?
4611,5,In 139 the papal court was forced to move from Rome to where ?
4612,6,What is the first day of the week ?
4613,2,What is goulash ?
4614,5,What capital is built around Monument Circle which contains soldiers and sailors monument ?
4615,3,Name the men 's cologne that is associated with the sea .
4616,2,How does a parachute work ?
4617,3,What is the first book of the Old Testament ?
4618,6,How many of them are in sub-Saharan Africa ?
4619,2,"What is the history of Spartacus , the Roman slave and gladiator ?"
4620,5,What famed wall supports the Badaling turret ?
4621,4,"Who portrayed Fatman in the television show , `` Jake and the Fatman '' ?"
4622,2,What is object-oriented design ?
4623,2,What does Melissa mean ?
4624,2,What is form drag ?
4625,3,Who were John F. Kennedy 's dogs ?
4626,5,Where are good science sites on the Internet ?
4627,4,What woman was Time 's Man of the Year for 1952 ?
4628,2,What currents affect the area of the Shetland Islands and Orkney Islands in the North Sea ?
4629,4,Who wrote The Ugly Duckling ?
4630,4,Who designed London Bridge ?
4631,6,"How many miles are there between Tel Aviv , Israel and Memphis , Tennessee ?"
4632,6,How many flavors of ice cream does Howard Johnson 's have ?
4633,3,What weapon did the crossed slits in English castles accommodate ?
4634,2,How can I stop or slow down aging ?
4635,5,Where are the busiest Amtrak rail stations in the U.S. ?
4636,6,How many freckles does Howdy Doody have on his face ?
4637,2,"How does Cos Cob , CT get its name ?"
4638,4,Who was considered to be the father of psychology ?
4639,2,How did Super President gain his powers on the animated series ?
4640,6,How tall was the animated King Kong ?
4641,2,What are values ?
4642,6,What is the population of Japan ?
4643,3,Name an American made motorcycle .
4644,5,Where was the largest concentration camp in World War II ?
4645,6,How much did Alaska cost when bought from Russia ?
4646,6,How many events make up the decathlon ?
4647,2,What causes blue balls ?
4648,5,What were the first bodies visited by spacecraft ?
4649,4,Who succeeded Nikita Khrushchev as first secretary of the Communist Party ?
4650,4,Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?
4651,4,Name of the lady the Great Gatsby pines for ?
4652,3,What does a chef coddle eggs in ?
4653,6,How many bails are there in a cricket wicket ?
4654,5,What city was Martin Luther King Jr. assassinated in ?
4655,4,"What celebrity couple , when going through a divorce , divided their toilet paper into two equal piles ?"
4656,5,Where 's the Bernini-Bristol Hotel ?
4657,4,Who said `` What contemptible scoundrel stole the cork from my lunch ? ''
4658,5,What is the capital of Kosovo ?
4659,4,What kind of company is 7-Eleven ?
4660,6,How many letters appear with the numbers 2 to 9 on a telephone dial ?
4661,5,What were the first three cities to have a population of more than a million ?
4662,2,How did the months of the year get there name ?
4663,3,What scale measures earthquakes ?
4664,2,What is a glory hole ?
4665,3,What kind of education would you need to become an athletic trainer for the NFL ?
4666,4,What are the major companies that are part of Dow Jones ?
4667,4,What college did Joe Namath play football for ?
4668,6,What was the minimum wage in 1991 ?
4669,5,What country is the biggest producer of tungsten ?
4670,2,How does it make its colors ?
4671,2,What would happen to Canada if Quebec separated ?
4672,6,When is the Jimmy Buffett concert coming to the E center in Camden NJ ?
4673,2,What is ` Last Chance for Animals ' ?
4674,5,What European country abandoned postage stamps in 1923 because printing them cost more than their face value ?
4675,2,What is the weather like on the moon ?
4676,4,Who was the 1st U.S. President ?
4677,3,"What is the main language of Sao Paulo , Brazil ?"
4678,6,How much did Varian Associates try to sell its vacuum products division to the BOC group for ?
4679,1,What is the abbreviation of the International Olympic Committee ?
4680,6,How many people hike ?
4681,2,What are boxcars ?
4682,2,How do I keep cats out of my flower garden for good ?
4683,4,Who played Maria in the film West Side Story ?
4684,3,What is a common anti-AIDS drug ?
4685,4,Who bestowed great power upon Captain Britain ?
4686,2,How can you tell when figs are ripe ?
4687,2,How do I love thee ?
4688,3,Which type of soda has the greatest amount of caffeine ?
4689,5,What nationality is a Sicilian ?
4690,4,What is the most common boy 's or girl 's name ?
4691,4,"Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?"
4692,3,What color was the hundred billionth crayon made by Crayola ?
4693,3,What soft drink tells us to `` Go Hawaiian '' ?
4694,2,How does a hydroelectric dam work ?
4695,5,What is the oldest building in the United States ?
4696,3,What is the West Virginia state animal ?
4697,6,How many people died on South Carolina highways in 1998 ?
4698,2,What are binomial coefficients ?
4699,2,What was The Living Room War ?
4700,3,What are some translations of the phrase `` Thank-you '' ?
4701,6,What is President Nixon 's birthdate ?
4702,3,What is `` the great American family cereal '' ?
4703,2,"What was Suzy Parker doing to earn $1 , 000 in the early 1950 's ?"
4704,6,How many people died in the Vietnam war ?
4705,6,What year did Montana become a state ?
4706,6,When was the USSR dissolved ?
4707,2,Why are there letters on the telephone ? Why are there no Q or Z ?
4708,5,What Japanese city was once called Edo ?
4709,4,Who did the Seven Mules block for ?
4710,4,What is the world 's largest distilling company ?
4711,4,"What 's the name of the actress who starred in the movie , `` Silence of the Lambs '' ?"
4712,5,Where is one 's corpus callosum found ?
4713,4,Who did Napolean defeat at Jena and Auerstadt ?
4714,3,What household products are there for adult acne ?
4715,4,What British prime minister and U.S. president were seventh cousins once-removed ?
4716,3,What is the most expensive car in the world ?
4717,2,What is an Angelus ?
4718,6,How many objects orbit the Earth ?
4719,3,What was the tragedy that struck the city of Dogtown in 1899 ?
4720,5,What 's the oldest capital city in the Americas ?
4721,3,What Leon Uris novel dealt with the Russian capture of Berlin ?
4722,5,"What is the location of Edinburgh , Scotland ?"
4723,6,How many muscles does the average adult use when going for a walk ?
4724,6,How long do you have to live in a community to vote ?
4725,4,What was the name of the Titanic 's captain ?
4726,4,Name of heroine in `` Scruples '' ?
4727,6,How big is the Chappellet vineyard ?
4728,5,Jackson Pollock was a native of what country ?
4729,2,What makes sperm ?
4730,2,How do I know how much money to save for retirement ?
4731,2,What does the dot on the letter i mean ?
4732,4,Who wrote The Godfather ?
4733,2,What is the origin of the term soda jerk ?
4734,6,What is the frequency of VHF ?
4735,3,What sport does Chris Jogis play ?
4736,5,What island was the target of the U.S. 's Operation Urgent Fury ?
4737,3,What is a fear of robbers ?
4738,3,What Nevil Shute novel is about the doomed survivors of a nuclear war ?
4739,2,What is the cause of endangered species ?
4740,4,Which of the following TV newsmen was a Rhodes scholar ?
4741,3,What did Warlock wear on his forehead in Marvel comics ?
4742,3,What is the softest part of the body ?
4743,4,What six-foot temperance advocate wielded her hatchet on saloons ?
4744,6,How many islands does Fiji have ?
4745,3,What line divided the North and South in the U.S. Civil War ?
4746,2,What is the definition of cecum ?
4747,4,Who invented volleyball ?
4748,5,What 's the most powerful country in the world ?
4749,2,How do I do this ?
4750,4,Name a ballet company Mikhail Baryshnikov has danced for ?
4751,4,Who led the Normans to victory in the Battle of Hastings ?
4752,2,What is the origin of the word `` Teddy bear '' ?
4753,6,What percentage of the world 's plant and animal species can be found in the Amazon forests ?
4754,4,"What 's the name of the star of the cooking show , `` Galloping Gourmet '' ?"
4755,4,Who invented the horoscope ?
4756,3,What nutrients are for healthy bones and teeth ?
4757,2,What are Fortune 500 companies ?
4758,2,What is the difference between ninjitsu and kung fu ?
4759,4,What king was forced to agree to the Magna Carta ?
4760,6,How many electoral college votes does Colorado have ?
4761,4,What were Babe Ruth 's Christian names ?
4762,6,How many bottles of wine were prisoners in the Bastille allowed per day ?
4763,5,Where do lobsters like to live ?
4764,4,"Who was the first elected mayor of Washington , D.C. ?"
4765,3,What are the wolverine habits ?
4766,2,How do you fix squeaky floors ?
4767,6,When was the Big Thompson flood ?
4768,2,What good are mosquitoes ?
4769,2,How do you get bubblegum out of carpet ?
4770,3,"What 's played at Wembley Stadium , London , every May ?"
4771,4,"Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?"
4772,6,How many hours of work does it take a typist to complete a 100-page screenplay ?
4773,4,What is Alice Cooper 's real name ?
4774,2,What is the Peloponnesian League ?
4775,5,What two cities usually mark the extremes of English Channel swims ?
4776,6,How many times does the tide ebb and flow each day ?
4777,4,Who invented television ?
4778,2,What are tannins ?
4779,2,How does General Mills manufacture Cheerios ?
4780,3,What was Jimmy Durante 's theme song ?
4781,4,Name the person who burst through the screen in the Lite beer commercials .
4782,3,What delicacy is known indelicately as pickled roe ?
4783,3,What after-dinner treat was invented in 1916 at the George Jung noodle factory in Los Angeles ?
4784,4,What U.S. vice-president killed Alexander Hamilton in a duel ?
4785,6,What 's the Fahrenheit equivalent of zero degrees centigrade ?
4786,6,How many muscles does an oyster have ?
4787,3,"What card game derived its name from biritch , or Russian Whist ?"
4788,4,Who wrote `` Much Ado About Nothing '' ?
4789,3,What is the collective noun for geese ?
4790,2,What personality traits are Capricorns said to have ?
4791,5,Where can I get information concerning child custody files for the State of Utah ?
4792,3,What was John F. Kennedy 's 1960 campaign song ?
4793,4,What Louisiana Senator won a seat that had been held by his father and mother ?
4794,3,What hymn did John Steinbeck get his title The Grapes of Wrath from ?
4795,3,What invention does the principle of conservation of energy make impossible ?
4796,3,What 's the highest-ranking suit in bridge ?
4797,4,Who won Oscars for her roles in Gone with the Wind and A Streetcar Named Desire ?
4798,4,What writer is famous for physically putting himself into the center of his subject matter ?
4799,4,Who 's the lead singer of the Led Zeppelin band ?
4800,4,"In Dana 's `` Two Years Before the Mast , '' what seafarers lived in an abandoned oven on the beach at San Diego ?"
4801,4,Who plays the cop in the movie `` Kindergarten Cop '' ?
4802,6,How many characters makes up a word for typing test purposes ?
4803,3,What non-mechanical sport achieves the highest speeds ?
4804,6,What was the 1940 annual salary for a boilermaker ?
4805,4,"Who created Billy Pilgrim , a survivor of the Dresden firestorm ?"
